X,Y,OBJECTID,created_date,created_user,src_geo,clc_quartier,clc_secteur,id_arbre,haut_tot,haut_tronc,tronc_diam,fk_arb_etat,fk_stadedev,fk_port,fk_pied,fk_situation,fk_revetement,commentaire_environnement,dte_plantation,age_estim,fk_prec_estim,clc_nbr_diag,dte_abattage,fk_nomtech,last_edited_user,last_edited_date,villeca,nomfrancais,nomlatin,GlobalID,CreationDate,Creator,EditDate,Editor,feuillage,remarquable
1721688.4455,8295702.6485,4542,2017/02/02 15:28:05+00,mickael.delaere,Orthophoto,Quartier de l'Europe,Rue Gay Lussac,4,21.0,4.0,190.0,EN PLACE,adulte,semi libre,gazon,Isolé,Non,RAS,,35.0,10.0,0.0,,PLAACE,mickael.delaere,2017/02/02 15:28:05+00,VILLE,PLAACE,PLAACE,{D45E9786-AE1E-4A1C-95C8-9540B3966A1B},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1722134.6285,8295201.1786,4593,2017/02/02 15:28:05+00,mickael.delaere,Orthophoto,Quartier Remicourt,Espace Henry Dunant,4,8.0,1.0,70.0,Essouché,adulte,semi libre,gazon,Isolé,Non,RAS,,30.0,10.0,0.0,2018/09/30 22:00:00+00,SORAUC,mickael.delaere,2017/02/02 15:28:05+00,VILLE,SORAUC,SORAUC,{19D0A6BD-09AB-418A-BEB7-D7BB9DACB19F},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1722665.9772,8294292.1811,10512,2018/01/10 14:07:17+00,mickael.delaere,Orthophoto,Quartier du faubourg d'Isle,Parc animalier du Parc d'Isle,19,4.0,2.0,22.0,EN PLACE,Jeune,Libre,Terre,Groupe,Non,RAS,2017/01/01 00:00:00+00,10.0,2.0,0.0,,ACERUB,mickael.delaere,2018/01/10 14:07:17+00,CASQ,ACERUB,ACERUB,{B0C024EA-CD39-4BC2-98EE-C0D4BB997981},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1720989.4638,8294741.9718,460,2017/02/02 15:27:50+00,mickael.delaere,Orthophoto,Quartier Remicourt,Parc des Champs-Elysées,259,20.0,5.0,116.0,EN PLACE,adulte,semi libre,Revetement non permeable,Groupe,,RAS,,50.0,10.0,0.0,,PLAACE,mickael.delaere,2017/05/12 09:26:49+00,VILLE,PLAACE,PLAACE,{E266D6DB-1047-4303-AEE5-18C97C935932},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721479.7306,8292841.8206,3493,2017/02/02 15:28:02+00,mickael.delaere,Orthophoto,Quartier du faubourg d'Isle,Boulevard du Docteur Camille Guérin,114,15.0,3.0,110.0,EN PLACE,adulte,semi libre,gazon,Alignement,Non,RAS,,40.0,10.0,0.0,,PLAACE,mickael.delaere,2017/02/02 15:28:02+00,VILLE,PLAACE,PLAACE,{E7BD6E87-0B3F-4070-90B0-A4811D659F4D},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1720925.7051,8294803.4449,397,2017/02/02 15:27:50+00,mickael.delaere,Orthophoto,Quartier Remicourt,Parc des Champs-Elysées,197,15.0,5.0,189.0,EN PLACE,adulte,tête de chat relaché,Revetement non permeable,Alignement,,RAS,,80.0,20.0,0.0,,AESHIP,mickael.delaere,2017/05/12 09:26:19+00,VILLE,AESHIP,AESHIP,{09E37C88-CBAF-4A46-A31C-A8103D0F64E8},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1719799.2226,8293676.3891,2162,2017/02/02 15:27:57+00,mickael.delaere,Orthophoto,Quartier Saint-Martin - Oëstres,Rue du Parvis St Martin,13,8.0,3.0,110.0,EN PLACE,adulte,tête de chat,Revetement non permeable,Alignement,,RAS,,50.0,10.0,0.0,,TILTOM,mickael.delaere,2017/02/02 15:27:57+00,VILLE,TILTOM,TILTOM,{E61ECA41-2467-475B-BA25-56F9D2249356},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721734.1237,8292747.2528,3450,2017/02/02 15:28:02+00,mickael.delaere,Orthophoto,Quartier du faubourg d'Isle,Boulevard du Docteur Camille Guérin,73,17.0,3.0,160.0,EN PLACE,adulte,semi libre,gazon,Alignement,Non,RAS,,40.0,10.0,0.0,,PLAACE,mickael.delaere,2017/02/02 15:28:02+00,VILLE,PLAACE,PLAACE,{5747E584-4F63-4B8E-858A-5EB3BBFC00E3},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1717915.9366,8294362.6411,7650,2017/02/02 15:28:16+00,mickael.delaere,Orthophoto,Quartier Saint-Martin - Oëstres,Rue Pierre-Gilles de Gennes,20,8.0,2.5,84.0,EN PLACE,jeune,semi libre,gazon,Alignement,Non,RAS,2008/01/01 00:00:00+00,,,,,ULMHOLlob,mickael.delaere,2017/02/02 15:28:16+00,CASQ,ULMHOLlob,ULMHOLlob,{1D3964DF-3630-402F-8B1E-6BC6A17BFE05},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721695.224,8295767.224,4324,2017/02/02 15:28:05+00,mickael.delaere,Orthophoto,Quartier de l'Europe,Rue Henri Barbusse,59,11.0,2.0,130.0,EN PLACE,adulte,tête de chat relaché,gazon,Alignement,Non,RAS,,35.0,10.0,0.0,,TILCOR,mickael.delaere,2017/02/02 15:28:05+00,VILLE,TILCOR,TILCOR,{3F441289-12A3-4758-A063-F7F69FB7F567},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1718873.3947,8295375.4404,8475,2017/02/02 15:28:18+00,mickael.delaere,Orthophoto,Quartier du Vermandois,Avenue Archimède,201,7.0,0.0,125.0,EN PLACE,jeune,rideau,gazon,Alignement,Non,RAS,,15.0,2.0,,,FAGSYLfas,mickael.delaere,2017/02/02 15:28:18+00,CASQ,FAGSYLfas,FAGSYLfas,{A93EF6BE-6096-43D0-B982-F5BCA22270C2},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1723098.0989,8293178.4353,2855,2017/02/02 15:27:58+00,mickael.delaere,Orthophoto,HARLY,Stade Marcel Bienfait,118,9.0,4.0,130.0,EN PLACE,adulte,semi libre,gazon,Groupe,Non,RAS,,40.0,10.0,0.0,,PINSYL,mickael.delaere,2017/02/02 15:27:58+00,VILLE,PINSYL,PINSYL,{EDB01E05-0AE7-4011-B04B-EF501AB01141},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Conifère,Non
1723148.2739,8293095.3774,764,2017/02/02 15:27:50+00,mickael.delaere,Orthophoto,Quartier de Neuville,Terrain aventure Neuville,65,20.0,6.0,240.0,EN PLACE,adulte,libre,gazon,Groupe,Non,RAS,,60.0,20.0,1.0,,POPTRE,mickael.delaere,2017/02/02 15:27:50+00,VILLE,POPTRE,POPTRE,{F92CA443-BFD5-497B-9F95-717699ECB79D},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1719993.9537,8294828.7969,5896,2017/02/02 15:28:09+00,mickael.delaere,Orthophoto,Quartier Saint-Jean,Stade municipal plein air,8,18.0,6.0,223.0,EN PLACE,adulte,tête de chat relaché,gazon,Alignement,Non,RAS,,45.0,2.0,0.0,,TILCOR,mickael.delaere,2017/02/02 15:28:09+00,VILLE,TILCOR,TILCOR,{D5C303E0-95A1-4D1E-9292-97002DC904DB},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1719343.9754,8295029.9944,8849,2017/02/02 15:28:18+00,mickael.delaere,Orthophoto,Quartier du Vermandois,Rue Paul Codos,27,7.0,3.0,96.0,EN PLACE,adulte,semi libre,gazon,Groupe,Non,RAS,,15.0,2.0,,,PINNIGnig,mickael.delaere,2017/02/02 15:28:18+00,CASQ,PINNIGnig,PINNIGnig,{4E4F7822-FD60-4A69-BD0F-4F52DF020BAD},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Conifère,Non
1721995.9865,8295200.894,5798,2017/02/02 15:28:09+00,mickael.delaere,Orthophoto,Quartier Remicourt,Rue Jacky Tabar,54,7.0,2.0,25.0,REMPLACÉ,jeune,semi libre,gazon,Alignement,Non,RAS,,5.0,3.0,0.0,2019/12/30 23:00:00+00,FRAANG,mickael.delaere,2017/02/02 15:28:09+00,VILLE,FRAANG,FRAANG,{3F48A125-BFF3-446E-9144-A025901CFE1C},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1720747.5432,8293416.9305,1599,2017/02/02 15:27:53+00,mickael.delaere,Orthophoto,Quartier du Centre-Ville,Rue de Tour-Y-Val,2,10.0,2.0,100.0,EN PLACE,adulte,semi libre,Bande de terre,Alignement,Non,RAS,,50.0,10.0,0.0,,CARBETfas,mickael.delaere,2017/02/02 15:27:53+00,VILLE,CARBETfas,CARBETfas,{47C890EF-D938-4633-A0DA-A6C5D24E00A8},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1722899.7001,8293107.381,2911,2017/02/02 15:27:58+00,mickael.delaere,Orthophoto,Quartier du faubourg d'Isle,Avenue Pierre Chocquart,20,13.0,3.0,130.0,EN PLACE,adulte,semi libre,gazon,Alignement,Non,RAS,,30.0,10.0,0.0,,TILCOR,mickael.delaere,2017/02/02 15:27:58+00,VILLE,TILCOR,TILCOR,{75BBD90C-FB2C-4C23-A297-B4DAF39DBC70},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721738.6152,8296238.6535,6098,2017/02/02 15:28:13+00,mickael.delaere,Orthophoto,OMISSY,Terrain aventure Europe,145,26.0,5.0,140.0,EN PLACE,adulte,semi libre,gazon,Groupe,Non,RAS,,30.0,10.0,0.0,,POPCAN,mickael.delaere,2017/02/02 15:28:13+00,VILLE,POPCAN,POPCAN,{8C5286DD-7AF5-443B-B792-3F8E2D6F7529},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721105.8714,8295599.9802,4785,2017/02/02 15:28:05+00,mickael.delaere,Orthophoto,Quartier de l'Europe,Avenue Robert Schuman,51,6.0,3.0,45.0,EN PLACE,adulte,semi libre,gazon,Isolé,Non,RAS,,25.0,10.0,0.0,,MALTOR,mickael.delaere,2017/05/12 09:34:07+00,VILLE,MALTOR,MALTOR,{18C7B744-9B8B-414D-8794-458866314E61},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1718652.329,8293250.597,2197,2017/02/02 15:27:57+00,mickael.delaere,Orthophoto,Quartier Saint-Martin - Oëstres,Cimetière de la Tombelle,15,9.0,3.0,65.0,EN PLACE,adulte,semi libre,gazon,Alignement,Non,RAS,,50.0,10.0,0.0,,BETPEN,mickael.delaere,2017/02/02 15:27:57+00,VILLE,BETPEN,BETPEN,{5CDEC9FD-4DFF-4CA4-A7BB-0A77CFF413F0},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1717692.0806,8293913.6743,7919,2017/02/02 15:28:16+00,mickael.delaere,Orthophoto,Quartier Saint-Martin - Oëstres,Rue Georges Charpak,165,7.0,3.0,50.0,EN PLACE,jeune,semi libre,gazon,Alignement,Non,RAS,2009/01/01 00:00:00+00,,,,,PLAACE,mickael.delaere,2017/02/02 15:28:16+00,CASQ,PLAACE,PLAACE,{55135FEA-6764-40D0-941F-FE9417B0CB5E},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1720980.5704,8295483.8386,5065,2017/02/02 15:28:08+00,mickael.delaere,Orthophoto,Quartier Remicourt,Rue Gaston Bonnier,9,6.0,2.0,30.0,EN PLACE,jeune,semi libre,gazon,Alignement,Non,RAS,,15.0,5.0,0.0,,FRAEXC,mickael.delaere,2017/02/02 15:28:08+00,VILLE,FRAEXC,FRAEXC,{879F4C43-9D5A-4516-9EFD-01B63B7A315B},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1717999.7326,8293951.747,8147,2017/02/02 15:28:18+00,mickael.delaere,Orthophoto,Quartier Saint-Martin - Oëstres,Rue Georges Charpak,367,7.0,3.0,40.0,EN PLACE,jeune,semi libre,gazon,Alignement,Non,RAS,2010/01/01 00:00:00+00,,,,,PLAACE,mickael.delaere,2017/02/02 15:28:18+00,CASQ,PLAACE,PLAACE,{2ED639BF-669A-48F8-A87F-1E4AD2DEFA92},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721367.6485,8295940.7166,4643,2017/02/02 15:28:05+00,mickael.delaere,Orthophoto,Quartier de l'Europe,Ecole maternelle Pierre Laroche,7,24.0,8.0,125.0,SUPPRIMÉ,adulte,semi libre,Revetement non permeable,Groupe,Oui,RAS,,30.0,10.0,0.0,2018/06/30 22:00:00+00,PINNIGnig,mickael.delaere,2017/02/17 10:23:10+00,VILLE,PINNIGnig,PINNIGnig,{FE8BB5D6-0D57-40A8-AA13-5734A6515675},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Conifère,Non
1721416.1344,8293612.629,10444,2018/01/10 14:06:30+00,mickael.delaere,Orthophoto,Quartier du faubourg d'Isle,Parvis Gare,187,4.0,2.0,25.0,EN PLACE,Jeune,Libre,Terre,Groupe,Non,RAS,2016/01/01 00:00:00+00,5.0,2.0,0.0,,ALNSPA,mickael.delaere,2018/01/10 14:06:30+00,VILLE,ALNSPA,ALNSPA,{FB57F108-667D-4D8C-8FCD-03DCB974D7C7},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1722325.76,8293948.9219,6615,2017/02/02 15:28:13+00,mickael.delaere,Orthophoto,Quartier du faubourg d'Isle,Parc d'Isle Jacques Braconnier,189,13.0,2.0,95.0,EN PLACE,adulte,semi libre,gazon,Alignement,Non,RAS,,35.0,10.0,0.0,,ACEPSE,thibaut.delaire,2017/02/21 10:21:14+00,CASQ,ACEPSE,ACEPSE,{5DF6B249-905A-4A57-ACB0-181CB1CB7231},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1718935.8655,8295466.3271,8660,2017/02/02 15:28:18+00,mickael.delaere,Orthophoto,Quartier du Vermandois,Rue Théodore Monod,16,6.0,2.0,82.0,EN PLACE,jeune,semi libre,gazon,Alignement,Non,RAS,,15.0,2.0,,,PINSYL,mickael.delaere,2017/02/02 15:28:18+00,CASQ,PINSYL,PINSYL,{646EF502-1130-4143-AE67-A819E721FA76},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Conifère,Non
1722892.7203,8293106.5081,2912,2017/02/02 15:27:58+00,mickael.delaere,Orthophoto,Quartier du faubourg d'Isle,Avenue Pierre Chocquart,21,11.0,2.0,105.0,EN PLACE,adulte,semi libre,gazon,Alignement,Non,RAS,,30.0,10.0,0.0,,TILCOR,mickael.delaere,2017/02/02 15:27:58+00,VILLE,TILCOR,TILCOR,{D06503EE-314A-4602-9DB8-3D668F91E44F},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1719716.2701,8295365.7413,7133,2017/02/02 15:28:16+00,mickael.delaere,Orthophoto,Quartier du Vermandois,Centre social Champagne - Artois,5,8.0,1.0,54.0,EN PLACE,adulte,semi libre,gazon,Groupe,Non,RAS,,30.0,10.0,0.0,,FAGSYLpen,mickael.delaere,2017/02/02 15:28:16+00,VILLE,FAGSYLpen,FAGSYLpen,{BC366FC3-BADD-4B0D-9030-BE1383259DE2},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721665.2105,8295860.5608,5267,2017/02/02 15:28:09+00,mickael.delaere,Orthophoto,Quartier de l'Europe,Square des Marronniers,8,16.0,3.0,190.0,EN PLACE,adulte,semi libre,gazon,Isolé,Non,RAS,,40.0,2.0,0.0,,AESHIP,mickael.delaere,2017/02/02 15:28:09+00,VILLE,AESHIP,AESHIP,{C06F851B-25DE-45C5-B55E-3354721FD876},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1722164.8786,8293295.2662,4092,2017/02/02 15:28:05+00,mickael.delaere,Orthophoto,Quartier du faubourg d'Isle,Ecole primaire des Girondins,5,14.0,4.0,179.0,EN PLACE,adulte,réduit relâché,fosse arbre,Isolé,Non,RAS,,25.0,10.0,0.0,,ACEPSE,mickael.delaere,2017/02/02 15:28:05+00,VILLE,ACEPSE,ACEPSE,{12FB1057-DF89-4F38-89DB-2429A9605355},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1722021.9955,8293082.6508,3725,2017/02/02 15:28:02+00,mickael.delaere,Orthophoto,Quartier du faubourg d'Isle,Place Stalingrad,4,7.0,3.0,40.0,Essouché,adulte,semi libre,fosse arbre,Alignement,Non,Mort,,25.0,10.0,0.0,2015/06/01 00:00:00+00,LIQSTY,mickael.delaere,2017/05/11 12:32:22+00,VILLE,LIQSTY,LIQSTY,{F781E617-934F-470A-960A-AFF43D96718D},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721552.9349,8292665.7436,9720,2017/09/25 12:17:36+00,mickael.delaere,,Quartier du faubourg d'Isle,Zone industrielle St-Lazare,87,10.0,2.0,64.0,EN PLACE,jeune,libre,terre,Alignement,Non, ,,20.0,5.0,,,TILCOR,mickael.delaere,2017/09/25 14:01:54+00,CASQ,TILCOR,TILCOR,{4C9AA580-0CAD-4501-A66C-BCB19CD4CD2C},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721775.5948,8296215.4157,10924,2018/01/10 14:13:25+00,mickael.delaere,Orthophoto,OMISSY,Terrain aventure Europe,235,12.0,4.0,86.0,EN PLACE,Jeune,Libre,Terre,Groupe,Non,RAS,,30.0,5.0,0.0,,ACECAM,mickael.delaere,2018/01/10 14:13:25+00,VILLE,ACECAM,ACECAM,{E8940C73-BE0D-48DF-9F50-48EE17101EDB},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1722009.7442,8295439.1304,5596,2017/02/02 15:28:08+00,mickael.delaere,Orthophoto,Quartier Remicourt,Avenue de la Résistance,9,15.0,2.0,100.0,EN PLACE,adulte,semi libre,Bande de terre,Groupe,Non,RAS,,35.0,10.0,0.0,,CARBET,mickael.delaere,2017/02/02 15:28:08+00,VILLE,CARBET,CARBET,{644DBCFE-54FB-4142-BF2A-794F2057B8D1},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721014.6169,8296178.5293,5426,2017/02/02 15:28:09+00,mickael.delaere,Orthophoto,Quartier Saint-Jean,Rond point Georges Pompidou,8,6.0,3.0,25.0,EN PLACE,jeune,semi libre,gazon,Groupe,Non,RAS,2014/03/31 22:00:00+00,5.0,0.0,0.0,,CORCOL,mickael.delaere,2018/01/02 13:04:48+00,VILLE,CORCOL,CORCOL,{4B6F50C3-B5B7-4018-973C-450E6121EDC6},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1718580.0691,8292580.5399,113,2017/02/02 15:27:50+00,mickael.delaere,Orthophoto,Quartier Saint-Martin - Oëstres,Rue de Paris,86,11.0,3.0,150.0,EN PLACE,adulte,réduit relâché,Revetement non permeable,Alignement,,RAS,,50.0,10.0,2.0,,TILCOR,mickael.delaere,2017/02/02 15:27:50+00,VILLE,TILCOR,TILCOR,{D6D52220-EF39-438D-9302-D09B977E734B},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1722511.848,8294223.6058,6698,2017/02/02 15:28:13+00,mickael.delaere,Orthophoto,Quartier du faubourg d'Isle,Parc d'Isle Jacques Braconnier,272,8.0,0.0,64.0,EN PLACE,adulte,cépée,gazon,Isolé,Non,"Cépée de 5 brins : 64, 38, 38, 28 et 28 cm de circonférence",,30.0,15.0,0.0,,SALCAP,thibaut.delaire,2017/02/21 10:21:35+00,CASQ,SALCAP,SALCAP,{83EE668B-9C0A-49D3-AED7-56D941D6A857},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1720125.7125,8296537.5253,3254,2017/02/02 15:28:02+00,mickael.delaere,Orthophoto,Quartier Saint-Jean,Stade Paul Debrésie,211,3.0,2.0,100.0,EN PLACE,adulte,tête de chat,gazon,Alignement,Non,RAS,,20.0,5.0,0.0,,TILCOR,mickael.delaere,2017/02/02 15:28:02+00,VILLE,TILCOR,TILCOR,{863D8BEE-52E8-4375-8E29-0CD32B40D0AA},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1720630.4143,8294341.3128,645,2017/02/02 15:27:50+00,mickael.delaere,Orthophoto,Quartier du Centre-Ville,Place Noël Regnier,1,8.0,2.0,120.0,REMPLACÉ,adulte,semi libre,Bande de terre,Alignement,Non,RAS,,50.0,10.0,0.0,2017/08/31 22:00:00+00,PRUSER,mickael.delaere,2017/02/02 15:27:50+00,VILLE,PRUSER,PRUSER,{38802BD3-E112-4174-82B4-E967E461C766},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1722599.7364,8293897.157,11158,2018/01/10 14:17:26+00,mickael.delaere,Orthophoto,Quartier du faubourg d'Isle,Cimetière sud - chemin d'Harly,21,9.0,3.0,140.0,EN PLACE,Adulte,Libre,Terre,Isolé,Non,RAS,,35.0,5.0,0.0,,PINNIGnig,mickael.delaere,2018/01/10 14:17:26+00,VILLE,PINNIGnig,PINNIGnig,{A0D427B4-ABD8-488C-B8B8-A4301ACAE37E},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Conifère,Non
1722153.7172,8295121.6768,3313,2017/02/02 15:28:02+00,mickael.delaere,Orthophoto,Quartier Remicourt,Auberge de jeunesse,24,16.0,2.0,110.0,EN PLACE,adulte,semi libre,Bande de terre,Groupe,Non,Plusieurs brins (diamètre supèrieur),,50.0,15.0,0.0,,THUPLI,mickael.delaere,2017/02/02 15:28:02+00,VILLE,THUPLI,THUPLI,{90382BA7-F200-4D29-AD00-0939C6D21424},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Conifère,Non
1720663.8093,8295302.4462,7326,2017/02/02 15:28:16+00,mickael.delaere,Orthophoto,Quartier Saint-Jean,Groupe scolaire Alfred Clin,5,6.0,0.0,34.0,EN PLACE,adulte,réduit relâché,Bande de terre,Isolé,Non,RAS,,30.0,10.0,0.0,,PYRCOM,mickael.delaere,2017/02/02 15:28:16+00,VILLE,PYRCOM,PYRCOM,{388ADA5C-27E3-41DF-8D7C-B361E6DC4400},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721512.8743,8295790.3193,11788,2017/02/02 15:27:50+00,mickael.delaere,Orthophoto,Quartier de l'Europe,Avenue Robert Schuman,4,3.5,2.0,25.0,EN PLACE,jeune,libre,Bande de terre,Alignement,Non,RAS,2017/11/01 00:00:00+00,1.0,0.0,1.0,,ULMRESreb,mickael.delaere,2017/05/12 09:33:30+00,VILLE,ULMRESreb,ULMRESreb,{3D0DF634-C5E0-43E3-B3A3-195D431C47ED},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1719341.4847,8295021.383,8848,2017/02/02 15:28:18+00,mickael.delaere,Orthophoto,Quartier du Vermandois,Rue Paul Codos,26,8.0,2.0,88.0,EN PLACE,adulte,semi libre,gazon,Groupe,Non,RAS,,15.0,2.0,,,PINNIGnig,mickael.delaere,2017/02/02 15:28:18+00,CASQ,PINNIGnig,PINNIGnig,{542DD65C-BB14-4D8B-8554-71F258B7CCC9},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Conifère,Non
1721544.2308,8291874.5764,11225,,,,,Zone Rinqueval,4,7.0,2.0,105.0,EN PLACE,jeune,libre,terre,Isolé,Non, ,,25.0,5.0,,,SALCAP,,,CASQ,SALCAP,SALCAP,{1042E171-0227-45A6-954A-6F40322D5CE0},,,,,Feuillu,Non
1721613.68,8296206.0174,4612,2017/02/02 15:28:05+00,mickael.delaere,Orthophoto,Quartier de l'Europe,Rue Fleming,14,18.0,2.0,185.0,EN PLACE,adulte,semi libre,gazon,Groupe,Non,RAS,,45.0,10.0,0.0,,ACESACwie,mickael.delaere,2017/02/02 15:28:05+00,VILLE,ACESACwie,ACESACwie,{1FA3F469-B5EC-4AE6-8500-8D045229A65D},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1718893.3215,8295383.4519,8521,2017/02/02 15:28:18+00,mickael.delaere,Orthophoto,Quartier du Vermandois,Avenue Archimède,247,6.0,0.0,95.0,EN PLACE,jeune,réduit relâché,gazon,Alignement,Non,RAS,,15.0,2.0,,,FAGSYLfas,mickael.delaere,2017/02/02 15:28:18+00,CASQ,FAGSYLfas,FAGSYLfas,{6E1088E1-1F2E-452E-AB48-529E361B3773},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1722219.9937,8294004.3883,6575,2017/02/02 15:28:13+00,mickael.delaere,Orthophoto,Quartier du faubourg d'Isle,Parc d'Isle Jacques Braconnier,149,11.0,2.0,125.0,EN PLACE,adulte,semi libre,gazon,Groupe,Non,RAS,,45.0,10.0,0.0,,AILALT,thibaut.delaire,2017/02/21 10:21:14+00,CASQ,AILALT,AILALT,{58333399-B133-4ACB-ACE8-9828A5BA6CFC},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1719341.9389,8295152.9384,8781,2017/02/02 15:28:18+00,mickael.delaere,Orthophoto,Quartier du Vermandois,Rue du Commandant Jacques-Yves Cousteau,19,7.0,2.0,93.0,EN PLACE,adulte,étêté,gazon,Alignement,Non,Gazon et/ou arbustes,,15.0,2.0,,,PINNIGnig,mickael.delaere,2017/02/02 15:28:18+00,CASQ,PINNIGnig,PINNIGnig,{D7AD0864-D914-4862-924F-A7386FDFA5B9},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Conifère,Non
