X,Y,OBJECTID,created_date,created_user,src_geo,clc_quartier,clc_secteur,id_arbre,haut_tot,haut_tronc,tronc_diam,fk_arb_etat,fk_stadedev,fk_port,fk_pied,fk_situation,fk_revetement,commentaire_environnement,dte_plantation,age_estim,fk_prec_estim,clc_nbr_diag,dte_abattage,fk_nomtech,last_edited_user,last_edited_date,villeca,nomfrancais,nomlatin,GlobalID,CreationDate,Creator,EditDate,Editor,feuillage,remarquable
1718447.8364,8292429.779,6799,2017/02/02 15:28:13+00,mickael.delaere,Orthophoto,Quartier Saint-Martin - Oëstres,Résidence Charleroi,16,9.0,0.0,47.0,EN PLACE,jeune,libre,gazon,Alignement,Non,RAS,,10.0,5.0,0.0,,QUEROB,mickael.delaere,2017/02/02 15:28:13+00,VILLE,QUEROB,QUEROB,{AB96852E-89EC-4058-A5AF-167B54367E7D},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721266.7097,8291025.7182,11400,,,,,Zone industrielle le Royeux (G.Eiffel),6,8.0,2.0,100.0,EN PLACE,jeune,libre,terre,Alignement,Non, ,,15.0,5.0,,,ACEPLAcri,,,CASQ,ACEPLAcri,ACEPLAcri,{3C4E7D64-9A68-4790-875D-8B3C42EE0F4A},,,,,Feuillu,Non
1721551.5502,8295679.0237,4290,2017/02/02 15:28:05+00,mickael.delaere,Orthophoto,Quartier de l'Europe,Rue Henri Barbusse,25,13.0,3.0,115.0,EN PLACE,adulte,semi libre,gazon,Groupe,Non,RAS,,40.0,10.0,0.0,,BETPEN,mickael.delaere,2017/02/02 15:28:05+00,VILLE,BETPEN,BETPEN,{94B45359-0090-4E61-A0A7-1759BCA01A51},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721782.8844,8295902.4287,5323,2017/02/02 15:28:09+00,mickael.delaere,Orthophoto,Quartier de l'Europe,Square des Marronniers,70,15.0,1.0,120.0,EN PLACE,adulte,semi libre,gazon,Groupe,Non,RAS,,40.0,2.0,0.0,,PINNIGnig,mickael.delaere,2017/02/02 15:28:09+00,VILLE,PINNIGnig,PINNIGnig,{8A846B07-7EF2-46B4-8991-D2597EFED3D9},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Conifère,Non
1721704.5701,8296294.1539,10941,2018/01/10 14:13:39+00,mickael.delaere,Orthophoto,OMISSY,Terrain aventure Europe,252,18.0,5.0,55.0,EN PLACE,Adulte,Libre,Terre,Groupe,Non,RAS,,35.0,5.0,0.0,,PLAACE,mickael.delaere,2018/01/10 14:13:39+00,VILLE,PLAACE,PLAACE,{2502F682-10B4-46E6-9D6B-F4937B1B224B},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721802.5107,8296346.1472,10986,2018/01/10 14:14:16+00,mickael.delaere,Orthophoto,OMISSY,Terrain aventure Europe,297,12.0,6.0,68.0,EN PLACE,Adulte,Libre,Terre,Groupe,Non,RAS,,30.0,5.0,0.0,,PINNIGnig,mickael.delaere,2018/01/10 14:14:16+00,VILLE,PINNIGnig,PINNIGnig,{FAA13913-7732-4AD1-97FF-94980CB7D806},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Conifère,Non
1721527.7396,8293382.3509,3676,2017/02/02 15:28:02+00,mickael.delaere,Orthophoto,Quartier du faubourg d'Isle,Place Cordier,25,7.0,3.0,60.0,EN PLACE,jeune,semi libre,gazon,Groupe,Non,RAS,,25.0,10.0,0.0,,PINSYL,mickael.delaere,2017/02/02 15:28:02+00,VILLE,PINSYL,PINSYL,{80C662E6-96DC-47E0-B0F5-5158214B2AE4},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Conifère,Non
1721265.6,8293778.9552,1366,2017/02/02 15:27:53+00,mickael.delaere,Orthophoto,Quartier Remicourt,Rue Etat Major,1,5.0,2.0,42.0,EN PLACE,jeune,semi libre,fosse arbre,Alignement,,RAS,,20.0,5.0,0.0,,CARBET,mickael.delaere,2017/02/02 15:27:53+00,VILLE,CARBET,CARBET,{6C7BA30D-545E-4115-873F-3A0EE4CA70B5},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1719710.1855,8295350.7419,7136,2017/02/02 15:28:16+00,mickael.delaere,Orthophoto,Quartier du Vermandois,Centre social Champagne - Artois,8,9.0,2.0,54.0,EN PLACE,adulte,semi libre,gazon,Alignement,Non,RAS,,30.0,10.0,0.0,,LIRTUL,mickael.delaere,2017/02/02 15:28:16+00,VILLE,LIRTUL,LIRTUL,{5DB25757-EBB6-4AD0-AAAE-C4F8CDD16140},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721520.9965,8293569.9459,10269,2018/01/10 14:03:33+00,mickael.delaere,Orthophoto,Quartier du faubourg d'Isle,Parvis Gare,12,6.0,2.0,32.0,EN PLACE,Jeune,Libre,fosse arbre,Groupe,Non,RAS,2016/01/01 00:00:00+00,5.0,2.0,0.0,,QUECER,mickael.delaere,2018/01/10 14:03:33+00,VILLE,QUECER,QUECER,{1A1248BE-699C-4C15-9567-8FCE067D17B2},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721676.3184,8292522.2837,9647,2017/09/25 12:16:15+00,mickael.delaere,,Quartier du faubourg d'Isle,Zone industrielle St-Lazare,14,9.0,2.0,73.0,EN PLACE,jeune,libre,terre,Alignement,Non, ,,20.0,5.0,,,TILCOR,mickael.delaere,2017/09/25 14:01:24+00,CASQ,TILCOR,TILCOR,{AACA2809-432A-43EB-AD62-0583B9663872},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721603.5394,8296328.3538,6182,2017/02/02 15:28:13+00,mickael.delaere,Orthophoto,Quartier de l'Europe,Espace de glisse,69,21.0,2.0,190.0,EN PLACE,adulte,semi libre,gazon,Groupe,Non,RAS,,40.0,10.0,0.0,,POPCAN,mickael.delaere,2017/02/02 15:28:13+00,VILLE,POPCAN,POPCAN,{5C3124A0-0BD6-47A7-AD37-7AADA1E3EA84},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1718916.2008,8295356.1792,8516,2017/02/02 15:28:18+00,mickael.delaere,Orthophoto,Quartier du Vermandois,Avenue Archimède,242,6.0,0.0,80.0,EN PLACE,jeune,réduit relâché,gazon,Alignement,Non,RAS,,15.0,2.0,,,FAGSYLfas,mickael.delaere,2017/02/02 15:28:18+00,CASQ,FAGSYLfas,FAGSYLfas,{4DA6D446-0117-4FF3-97EF-4761E2AA00CA},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721438.6337,8295664.9366,4588,2017/02/02 15:28:05+00,mickael.delaere,Orthophoto,Quartier de l'Europe,Rue Georges Cuvier,18,10.0,3.0,60.0,EN PLACE,adulte,semi libre,gazon,Groupe,Non,RAS,,30.0,10.0,0.0,,BETPEN,mickael.delaere,2017/02/02 15:28:05+00,VILLE,BETPEN,BETPEN,{55E93BDD-518C-4E48-9D5C-51E2BBCF66A8},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1718744.2472,8295785.6178,8600,2017/02/02 15:28:18+00,mickael.delaere,Orthophoto,Quartier du Vermandois,Rue Paul-Emile Victor,36,7.0,2.0,64.0,EN PLACE,adulte,réduit,gazon,Groupe,Non,RAS,,15.0,2.0,,,PINWAL,mickael.delaere,2017/02/02 15:28:18+00,CASQ,PINWAL,PINWAL,{B92216FC-92A0-410D-A214-A59366D6C113},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Conifère,Non
1721682.8673,8295887.2663,5263,2017/02/02 15:28:09+00,mickael.delaere,Orthophoto,Quartier de l'Europe,Square des Marronniers,4,18.0,2.0,175.0,EN PLACE,adulte,semi libre,gazon,Groupe,Non,RAS,,50.0,2.0,0.0,,ACEPLA,mickael.delaere,2017/02/02 15:28:09+00,VILLE,ACEPLA,ACEPLA,{AE5FEFA4-CBC5-46B6-971D-DADD900DF859},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1718279.9132,8292380.8007,75,2017/02/02 15:27:50+00,mickael.delaere,Orthophoto,Quartier Saint-Martin - Oëstres,Rue de Paris,48,9.0,2.0,105.0,EN PLACE,adulte,réduit relâché,gazon,Alignement,Non,RAS,,50.0,10.0,0.0,,TILCOR,mickael.delaere,2017/02/02 15:27:50+00,VILLE,TILCOR,TILCOR,{3C05C360-01F8-40D4-B558-4B20F06AFD32},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721993.0156,8295185.0594,5783,2017/02/02 15:28:09+00,mickael.delaere,Orthophoto,Quartier Remicourt,Rue Jacky Tabar,39,6.0,2.0,19.0,EN PLACE,jeune,semi libre,gazon,Alignement,Non,RAS,,5.0,3.0,0.0,,GLETRIsun,mickael.delaere,2017/02/02 15:28:09+00,VILLE,GLETRIsun,GLETRIsun,{9766C7D2-3103-4372-ABBD-222935BB8A77},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721414.1485,8292707.629,9710,2017/09/25 12:17:14+00,mickael.delaere,,Quartier du faubourg d'Isle,Zone industrielle St-Lazare,77,9.0,2.0,69.0,EN PLACE,jeune,libre,terre,Alignement,Non, ,,20.0,5.0,,,TILCOR,mickael.delaere,2017/09/25 14:01:50+00,CASQ,TILCOR,TILCOR,{3D6CCFB5-21D3-4734-8426-33F5850D80D3},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721515.5306,8295652.9863,4294,2017/02/02 15:28:05+00,mickael.delaere,Orthophoto,Quartier de l'Europe,Rue Henri Barbusse,29,11.0,2.0,140.0,EN PLACE,adulte,semi libre,gazon,Groupe,Non,RAS,,30.0,10.0,0.0,,PRUSER,mickael.delaere,2017/02/02 15:28:05+00,VILLE,PRUSER,PRUSER,{8D260DCB-0BE4-475D-B939-5DCF0FA94049},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1722298.2186,8292705.1606,4082,2017/02/02 15:28:05+00,mickael.delaere,Orthophoto,Quartier de Neuville,Gymnase Eugène Corette,12,5.0,2.0,85.0,SUPPRIMÉ,adulte,semi libre,fosse arbre,Groupe,Non,RAS,,20.0,5.0,0.0,2015/07/01 00:00:00+00,PRUCERpis,mickael.delaere,2017/05/11 09:21:13+00,VILLE,PRUCERpis,PRUCERpis,{637EABCC-A0AD-4E16-8274-B885F87C1A3B},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1718679.5121,8292634.6451,59,2017/02/02 15:27:50+00,mickael.delaere,Orthophoto,Quartier Saint-Martin - Oëstres,Rue de Paris,32,10.0,5.0,110.0,EN PLACE,adulte,réduit relâché,gazon,Alignement,Non,RAS,,50.0,10.0,2.0,,TILCOR,mickael.delaere,2017/02/02 15:27:50+00,VILLE,TILCOR,TILCOR,{C13F4FF8-0814-4D92-9AFA-F2B7BCD49AA6},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1719898.3098,8293960.5012,5709,2017/02/02 15:28:09+00,mickael.delaere,Orthophoto,Quartier Saint-Martin - Oëstres,Square Romain Tricoteaux,148,8.0,0.0,141.0,EN PLACE,adulte,rideau,gazon,Alignement,Non,RAS,,30.0,10.0,0.0,,CARBETfas,mickael.delaere,2017/02/02 15:28:09+00,VILLE,CARBETfas,CARBETfas,{A6D855CD-3645-4550-A23C-DF8DBE125AB0},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1718440.7778,8292425.6139,6800,2017/02/02 15:28:13+00,mickael.delaere,Orthophoto,Quartier Saint-Martin - Oëstres,Résidence Charleroi,17,2.0,0.0,23.0,EN PLACE,jeune,libre,gazon,Alignement,Non,RAS,,10.0,5.0,0.0,,QUEROB,mickael.delaere,2017/02/02 15:28:13+00,VILLE,QUEROB,QUEROB,{2F1DC6A2-2B8A-49F9-8AE9-8A261B50416F},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721233.5258,8294063.1371,1316,2017/02/02 15:27:53+00,mickael.delaere,Orthophoto,Quartier du Centre-Ville,Boulevard Gambetta,73,6.0,2.0,28.0,EN PLACE,jeune,semi libre,Bande de terre,Alignement,Non,RAS,,15.0,5.0,0.0,,QUEROBfas,mickael.delaere,2017/02/02 15:27:53+00,VILLE,QUEROBfas,QUEROBfas,{3B19988B-2243-4D07-AE7A-3BCB9A5BC14C},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721146.9494,8295535.9843,5035,2017/02/02 15:28:08+00,mickael.delaere,Orthophoto,Quartier Remicourt,Rue Ampère,23,7.0,0.0,35.0,EN PLACE,jeune,semi libre,gazon,Alignement,Non,RAS,,10.0,5.0,0.0,,FAGSYL,mickael.delaere,2017/02/02 15:28:08+00,VILLE,FAGSYL,FAGSYL,{0A263717-AA45-40C6-9BB0-A830DF3C0916},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1722027.4429,8295012.0696,4255,2017/02/02 15:28:05+00,mickael.delaere,Orthophoto,Quartier Remicourt,Ecole primaire François Collery,20,17.0,3.0,16.0,EN PLACE,adulte,semi libre,gazon,Groupe,Non,RAS,,50.0,15.0,0.0,,AESHIP,mickael.delaere,2017/02/02 15:28:05+00,VILLE,AESHIP,AESHIP,{D6F8A8C3-E6E6-4FDD-B087-2DA7F961DFD0},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1719046.3178,8295233.5106,8237,2017/02/02 15:28:18+00,mickael.delaere,Orthophoto,Quartier du Vermandois,Espace Creatis,22,5.0,2.0,40.0,EN PLACE,jeune,semi libre,Bande de terre,Alignement,Non,RAS,,10.0,2.0,,,TILCOR,mickael.delaere,2017/02/02 15:28:18+00,CASQ,TILCOR,TILCOR,{5437AD57-59E6-4271-A6D7-598D0C2D3FC3},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721299.6633,8290400.9656,11309,,,,,Zone industrielle le Royeux (basssin),46,6.0,1.5,36.0,EN PLACE,jeune,libre,terre,Alignement,Non, ,,10.0,5.0,,,LIQSTY,,,CASQ,LIQSTY,LIQSTY,{F04662E7-E1E2-42D4-BA6B-C1777CB5970E},,,,,Feuillu,Non
1721042.0138,8294532.7215,1074,2017/02/02 15:27:53+00,mickael.delaere,Orthophoto,Quartier Remicourt,Parc des Champs-Elysées,395,16.0,4.0,136.0,EN PLACE,adulte,semi libre,gazon,Alignement,Non,RAS,,50.0,10.0,0.0,,PLAACE,mickael.delaere,2017/05/12 09:27:50+00,VILLE,PLAACE,PLAACE,{A1F0B5EC-09C5-4223-85D2-5F3D67D286AC},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721865.6421,8294351.9485,1740,2017/02/02 15:27:53+00,mickael.delaere,Orthophoto,Quartier Remicourt,Boulevard Jean Bouin,13,7.0,2.0,105.0,EN PLACE,adulte,semi libre,gazon,Alignement,Non,RAS,,50.0,10.0,0.0,,PRUCERpis,mickael.delaere,2017/02/02 15:27:53+00,VILLE,PRUCERpis,PRUCERpis,{5E79E07B-E576-4C84-9A00-5A4188C623E3},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721239.306,8295525.6802,5018,2017/02/02 15:28:08+00,mickael.delaere,Orthophoto,Quartier Remicourt,Rue Ampère,5,15.0,4.0,100.0,EN PLACE,adulte,semi libre,gazon,Groupe,Non,RAS,,30.0,10.0,0.0,,BETPEN,mickael.delaere,2017/02/02 15:28:08+00,VILLE,BETPEN,BETPEN,{8B618BEA-425E-4EB0-86F5-EE5A4A2E14BA},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1720894.2458,8294863.4389,378,2017/02/02 15:27:50+00,mickael.delaere,Orthophoto,Quartier Remicourt,Parc des Champs-Elysées,178,15.0,5.0,180.0,EN PLACE,adulte,tête de chat relaché,Revetement non permeable,Alignement,,RAS,,80.0,20.0,0.0,,TILCOR,mickael.delaere,2017/05/12 09:26:12+00,VILLE,TILCOR,TILCOR,{BA5A6F88-CA63-4461-B669-F0E7884B94C5},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1718523.5325,8295534.7826,8285,2017/02/02 15:28:18+00,mickael.delaere,Orthophoto,Quartier du Vermandois,Avenue Archimède,11,7.0,0.0,95.0,EN PLACE,jeune,rideau,gazon,Alignement,Non,RAS,,15.0,2.0,,,FAGSYLfas,mickael.delaere,2017/02/02 15:28:18+00,CASQ,FAGSYLfas,FAGSYLfas,{6CAF984D-0FCE-4E17-9943-4958C2681C91},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1718928.8286,8295311.8319,8478,2017/02/02 15:28:18+00,mickael.delaere,Orthophoto,Quartier du Vermandois,Avenue Archimède,204,7.0,0.0,125.0,EN PLACE,jeune,rideau,gazon,Alignement,Non,RAS,,15.0,2.0,,,FAGSYLfas,mickael.delaere,2017/02/02 15:28:18+00,CASQ,FAGSYLfas,FAGSYLfas,{9DBBB9F9-A2D4-4812-B2A2-4688C985EB56},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721011.99,8295518.3613,5060,2017/02/02 15:28:08+00,mickael.delaere,Orthophoto,Quartier Remicourt,Rue Gaston Bonnier,4,7.0,2.0,30.0,EN PLACE,jeune,semi libre,gazon,Alignement,Non,RAS,,15.0,5.0,0.0,,FRAEXC,mickael.delaere,2017/02/02 15:28:08+00,VILLE,FRAEXC,FRAEXC,{21E01BB1-BBAE-42A3-9277-74E823C6D548},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1718179.9995,8295057.2709,9445,2017/09/25 12:13:37+00,mickael.delaere,,Quartier Saint-Martin - Oëstres,Rue André Missenard,113,6.0,2.0,43.0,EN PLACE,jeune,libre,terre,Alignement,Non, ,,10.0,5.0,,,FRAEXC,mickael.delaere,2017/09/25 14:00:01+00,CASQ,FRAEXC,FRAEXC,{14874A12-8A93-4DE4-9B2E-E84957AACA13},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1718179.4724,8293996.5434,8159,2017/02/02 15:28:18+00,mickael.delaere,Orthophoto,Quartier Saint-Martin - Oëstres,Rue Georges Charpak,379,7.0,3.0,43.0,EN PLACE,jeune,semi libre,gazon,Alignement,Non,RAS,2010/01/01 00:00:00+00,,,,,PLAACE,mickael.delaere,2017/02/02 15:28:18+00,CASQ,PLAACE,PLAACE,{8871B445-DAB1-4CFF-85EB-A5386DC2ECE4},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1722267.6702,8292694.2497,4078,2017/02/02 15:28:05+00,mickael.delaere,Orthophoto,Quartier de Neuville,Gymnase Eugène Corette,8,7.0,1.0,80.0,Essouché,jeune,semi libre,gazon,Isolé,Non,RAS,,20.0,5.0,0.0,2017/12/31 23:00:00+00,PRUSERkan,mickael.delaere,2017/02/02 15:28:05+00,VILLE,PRUSERkan,PRUSERkan,{B5ED9E39-363D-4319-AD42-C261E6442F3F},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1718882.6107,8293176.5949,2248,2017/02/02 15:27:57+00,mickael.delaere,Orthophoto,Quartier Saint-Martin - Oëstres,Avenue du Cimetière de La Tombelle,43,6.0,2.0,105.0,EN PLACE,adulte,réduit relâché,gazon,Alignement,Non,RAS,,50.0,10.0,0.0,,PRUCERpis,mickael.delaere,2017/02/02 15:27:57+00,VILLE,PRUCERpis,PRUCERpis,{A5D348B9-39FA-4C11-B380-9894BF23D062},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721292.0681,8292883.9441,9758,2017/09/25 12:18:27+00,mickael.delaere,,Quartier du faubourg d'Isle,Giratoire Camille Guerin,28,11.0,2.0,70.0,EN PLACE,jeune,libre,toile tissée,Alignement,Non, ,,15.0,5.0,,,ACEPLA,mickael.delaere,2017/09/25 14:02:16+00,CASQ,ACEPLA,ACEPLA,{29102B63-ECAB-4659-AAE8-95EA78D8FECB},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1722250.7378,8293988.3646,6584,2017/02/02 15:28:13+00,mickael.delaere,Orthophoto,Quartier du faubourg d'Isle,Parc d'Isle Jacques Braconnier,158,10.0,2.0,80.0,EN PLACE,adulte,semi libre,gazon,Alignement,Non,RAS,,35.0,10.0,0.0,,ACEPSE,thibaut.delaire,2017/02/21 10:21:14+00,CASQ,ACEPSE,ACEPSE,{BCDAAFD9-B3BA-4B40-A1BD-00FD6141AC26},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1719120.8969,8296169.2122,6412,2017/02/02 15:28:13+00,mickael.delaere,Orthophoto,Quartier du Vermandois,Rue de Lille,8,14.0,3.0,70.0,EN PLACE,adulte,semi libre,gazon,Groupe,Non,RAS,,30.0,10.0,0.0,,BETPEN,mickael.delaere,2017/02/02 15:28:13+00,VILLE,BETPEN,BETPEN,{6C877320-4B80-47A1-A2C7-81213BB02BB4},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1719803.0486,8294093.8703,2411,2017/02/02 15:27:58+00,mickael.delaere,Orthophoto,Quartier Saint-Martin - Oëstres,Boulevard de Verdun,25,17.0,5.0,180.0,EN PLACE,adulte,réduit relâché,Revetement non permeable,Alignement,,RAS,,80.0,20.0,0.0,,PLAACE,mickael.delaere,2017/02/02 15:27:58+00,VILLE,PLAACE,PLAACE,{F81357B9-D28A-432F-AC96-3A6939D4C52F},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1719256.1887,8295065.7727,8810,2017/02/02 15:28:18+00,mickael.delaere,Orthophoto,Quartier du Vermandois,Rue du Commandant Jacques-Yves Cousteau,48,7.0,1.5,126.0,EN PLACE,adulte,étêté,gazon,Alignement,Non,Gazon et/ou arbustes,,15.0,2.0,,,PINNIGnig,mickael.delaere,2017/02/02 15:28:18+00,CASQ,PINNIGnig,PINNIGnig,{6003C7D6-45B0-4ADB-ACFC-A946D7348766},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Conifère,Non
1719702.2323,8293658.2125,7102,2017/02/02 15:28:16+00,mickael.delaere,Orthophoto,Quartier Saint-Martin - Oëstres,Groupe scolaire Xavier Aubryet,6,9.0,2.0,128.0,EN PLACE,adulte,semi libre,fosse arbre,Groupe,Non,RAS,,50.0,10.0,0.0,,ACEPSE,mickael.delaere,2017/02/02 15:28:16+00,VILLE,ACEPSE,ACEPSE,{17DED105-673E-4EF4-BEFF-F1DF052A0B78},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721502.8992,8290980.8627,11453,,,,,Zone industrielle le Royeux (A.Europe),26,7.0,2.0,63.0,EN PLACE,jeune,libre,terre,Groupe,Non, ,,15.0,5.0,,,LIQSTY,,,CASQ,LIQSTY,LIQSTY,{C166628B-61F1-48C5-ABC4-FD88B992D56F},,,,,Feuillu,Non
1722379.6775,8294074.9287,6640,2017/02/02 15:28:13+00,mickael.delaere,Orthophoto,Quartier du faubourg d'Isle,Parc d'Isle Jacques Braconnier,214,22.0,5.0,150.0,EN PLACE,adulte,semi libre,gazon,Alignement,Non,RAS,,50.0,10.0,0.0,,ACESAC,thibaut.delaire,2017/02/21 10:21:14+00,CASQ,ACESAC,ACESAC,{2204CF5D-8FC8-4467-AF2C-B7718DFA448E},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1718906.231,8295347.8089,8487,2017/02/02 15:28:18+00,mickael.delaere,Orthophoto,Quartier du Vermandois,Avenue Archimède,213,6.0,0.0,110.0,EN PLACE,jeune,réduit relâché,gazon,Alignement,Non,RAS,,15.0,2.0,,,FAGSYLfas,mickael.delaere,2017/02/02 15:28:18+00,CASQ,FAGSYLfas,FAGSYLfas,{51268350-6CDC-48E7-8FAF-598705C47021},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1718514.1535,8293928.9035,8188,2017/02/02 15:28:18+00,mickael.delaere,Orthophoto,Quartier Saint-Martin - Oëstres,Rue Georges Charpak,408,7.0,3.0,46.0,EN PLACE,jeune,semi libre,gazon,Alignement,Non,RAS,2010/01/01 00:00:00+00,,,,,ULMHOLlob,mickael.delaere,2017/02/02 15:28:18+00,CASQ,ULMHOLlob,ULMHOLlob,{9E081BA9-927A-48F6-8C39-EBB717981760},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721177.541,8294567.1318,235,2017/02/02 15:27:50+00,mickael.delaere,Orthophoto,Quartier Remicourt,Parc des Champs-Elysées,34,23.0,10.0,170.0,EN PLACE,adulte,semi libre,gazon,Groupe,Non,RAS,,80.0,20.0,1.0,,ACEPLA,mickael.delaere,2017/05/12 09:25:11+00,VILLE,ACEPLA,ACEPLA,{F32D0E58-67E0-4775-90CA-1FA10440A95E},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1721287.1094,8293686.0445,1464,2017/02/02 15:27:53+00,mickael.delaere,Orthophoto,Quartier Remicourt,Avenue du Général de Gaulle,4,15.0,3.0,145.0,EN PLACE,adulte,semi libre,fosse arbre,Alignement,,RAS,,50.0,10.0,0.0,,PLAACE,mickael.delaere,2017/02/02 15:27:53+00,VILLE,PLAACE,PLAACE,{1974D866-B3FA-492A-B47C-61ABB6C50714},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
1720139.1022,8296281.7098,3179,2017/02/02 15:28:02+00,mickael.delaere,Orthophoto,Quartier Saint-Jean,Stade Paul Debrésie,135,5.0,3.0,100.0,EN PLACE,adulte,tête de chat,Revetement non permeable,Alignement,Non,RAS,,20.0,5.0,0.0,,PLAACE,mickael.delaere,2017/02/17 10:23:10+00,VILLE,PLAACE,PLAACE,{9612AED9-ADFF-44DB-B182-B75B2A3B904D},2018/01/15 10:59:36+00,mickael.delaere,2018/01/15 10:59:36+00,mickael.delaere,Feuillu,Non
